t	x	y
240.0	-5.86481205848156	-11.975
241.0	-5.8269689242044365	-11.975000000000003
242.0	-5.786144586519155	-11.975000000000001
243.0	-5.742222843658827	-11.975000000000003
244.0	-5.695108001497043	-11.975000000000001
245.0	-5.644730259921633	-11.975000000000001
246.0	-5.591051328652792	-11.975000000000001
247.0	-5.534070065604171	-11.975000000000001
248.0	-5.473827876458595	-11.975000000000001
249.0	-5.410413565874679	-11.975000000000001
250.0	-5.3439672956686755	-11.975
251.0	-5.274683291051344	-11.975000000000001
252.0	-5.202810949775692	-11.975
253.0	-5.128654056402751	-11.975000000000001
254.0	-5.052567887227811	-11.975000000000001
255.0	-4.9749541087390945	-11.975000000000001
256.0	-4.896253516651086	-11.975000000000001
257.0	-4.816936821310235	-11.975000000000001
258.0	-4.7374938423446995	-11.975000000000001
259.0	-4.658421612638329	-11.975
260.0	-4.580211991751872	-11.975000000000001
261.0	-4.503339438342585	-11.975000000000003
262.0	-4.428249582829805	-11.975000000000001
263.0	-4.355349176126114	-11.975000000000003
264.0	-4.28499787598676	-11.975000000000001
265.0	-4.217502183897235	-11.975000000000001
266.0	-4.15311168050915	-11.975000000000001
267.0	-4.092017545100666	-11.975
268.0	-4.034353200741665	-11.975000000000003
269.0	-3.9801968137502266	-11.975000000000001
270.0	-3.9295753001527354	-11.975
271.0	-3.882469454301807	-11.975000000000001
272.0	-3.838819812130314	-11.975
273.0	-3.7985328871649267	-11.975000000000001
274.0	-3.7614874632486237	-11.975000000000001
275.0	-3.727540685600328	-11.975000000000003
276.0	-3.6965337539018717	-11.975000000000001
277.0	-3.668297081573238	-11.975
278.0	-3.6426548400466685	-11.975000000000003
279.0	-3.6194288531442234	-11.975
280.0	-3.5984418435182537	-11.975000000000001
281.0	-3.579520060559234	-11.975000000000001
282.0	-3.562495337997621	-11.975000000000001
283.0	-3.547206640852712	-11.975000000000003
284.0	-3.5335011668223415	-11.975000000000001
285.0	-3.5212350680721825	-11.975000000000003
286.0	-3.510273856961239	-11.975
287.0	-3.5004925546349797	-11.975000000000001
288.0	-3.4917756355242373	-11.975000000000001
289.0	-3.4840168142960253	-11.975000000000001
290.0	-3.47711871521576	-11.975000000000001
291.0	-3.470992457546225	-11.975000000000003
292.0	-3.4655571847472975	-11.975000000000001
293.0	-3.46073955997543	-11.975000000000001
294.0	-3.4564732457648093	-11.975000000000001
295.0	-3.452698381804865	-11.975000000000001
296.0	-3.449361071380283	-11.975000000000001
297.0	-3.446412884259085	-11.975000000000001
298.0	-3.4438103815406502	-11.975000000000001
299.0	-3.441514666144358	-11.975000000000001
300.0	-3.439490961167529	-11.975000000000001
301.0	-3.4377082172090745	-11.975
302.0	-3.4361387488889052	-11.975
303.0	-3.425000000000001	-11.975000000000001
304.0	-3.4250000000000016	-11.975000000000001
305.0	-3.4250000000000016	-11.975000000000001
306.0	-3.4250000000000016	-11.975
307.0	-3.4250000000000016	-11.975000000000001
308.0	-3.4250000000000016	-11.975000000000001
309.0	-3.4250000000000016	-11.975000000000001
310.0	-3.4250000000000016	-11.975000000000001
311.0	-3.4250000000000016	-11.975000000000001
312.0	-3.4250000000000016	-11.975000000000001
313.0	-3.4250000000000016	-11.975
314.0	-3.4250000000000016	-11.975000000000001
315.0	-3.4250000000000016	-11.975000000000001
316.0	-3.4250000000000016	-11.975000000000001
317.0	-3.4250000000000016	-11.975000000000001
318.0	-3.4250000000000016	-11.975000000000001
319.0	-3.4250000000000016	-11.975
320.0	-3.4250000000000016	-11.975000000000001
321.0	-3.425000000000001	-11.975
322.0	-3.425000000000001	-11.975000000000001
323.0	-3.4250000000000016	-11.975000000000001
324.0	-3.4250000000000016	-11.975000000000001
325.0	-3.4250000000000016	-11.975000000000001
326.0	-3.4250000000000016	-11.975000000000001
327.0	-3.4250000000000016	-11.975000000000001
328.0	-3.4250000000000016	-11.975000000000001
329.0	-3.4250000000000016	-11.975000000000001
330.0	-3.4250000000000016	-11.975000000000001
331.0	-3.4250000000000016	-11.975000000000001
332.0	-3.425000000000002	-11.975000000000001
333.0	-3.4250000000000016	-11.975000000000001
334.0	-3.425000000000002	-11.975000000000001
335.0	-3.4250000000000016	-11.975000000000001
336.0	-3.4250000000000016	-11.975000000000001
337.0	-3.425000000000001	-11.975
338.0	-3.425000000000002	-11.975000000000001
339.0	-3.4250000000000016	-11.975000000000001
340.0	-3.4250000000000016	-11.975000000000001
341.0	-3.4250000000000016	-11.975000000000001
342.0	-3.4250000000000016	-11.975000000000001
343.0	-3.4250000000000016	-11.975000000000001
344.0	-3.4250000000000016	-11.975000000000003
345.0	-3.4250000000000016	-11.975000000000001
346.0	-3.425000000000001	-11.975000000000001
347.0	-3.425000000000002	-11.975000000000001
348.0	-3.4250000000000016	-11.975000000000001
349.0	-3.4250000000000016	-11.975000000000001
350.0	-3.425000000000001	-11.975000000000001
351.0	-3.4250000000000016	-11.975000000000001
352.0	-3.4250000000000016	-11.975000000000001
353.0	-3.4250000000000016	-11.975000000000001
354.0	-3.4250000000000016	-11.975000000000003
355.0	-3.4250000000000016	-11.975000000000001
356.0	-3.4250000000000016	-11.975000000000001
357.0	-3.4250000000000016	-11.975000000000001
358.0	-3.4250000000000016	-11.975000000000001
359.0	-3.4250000000000016	-11.975000000000001
360.0	-3.4250000000000016	-11.975000000000001
361.0	-3.4250000000000016	-11.975000000000001
362.0	-3.4250000000000016	-11.975000000000001
363.0	-3.425000000000002	-11.975000000000001
364.0	-3.4250000000000016	-11.975000000000001
365.0	-3.4250000000000016	-11.975000000000001
366.0	-3.4250000000000016	-11.975000000000001
367.0	-3.4250000000000016	-11.975000000000001
368.0	-3.4250000000000016	-11.975000000000001
369.0	-3.4250000000000016	-11.975000000000001
370.0	-3.4250000000000016	-11.975
371.0	-3.4250000000000016	-11.975000000000001
372.0	-3.4250000000000016	-11.975000000000001
373.0	-3.4250000000000016	-11.975000000000001
374.0	-3.4250000000000016	-11.975000000000001
375.0	-3.4250000000000016	-11.975000000000003
376.0	-3.425000000000002	-11.975000000000003
398.0	3.425	-11.975000000000001
399.0	3.425	-11.975
400.0	3.425	-11.975000000000001
401.0	3.425	-11.975000000000001
402.0	3.425	-11.975000000000001
403.0	3.425	-11.975000000000001
404.0	3.425	-11.975000000000001
405.0	3.425	-11.975000000000001
406.0	3.425	-11.975000000000001
407.0	3.425	-11.975000000000001
408.0	3.425	-11.975000000000001
409.0	3.425	-11.975000000000001
410.0	3.425	-11.975000000000001
411.0	3.4250000000000003	-11.975
412.0	3.4249999999999994	-11.975000000000001
413.0	3.425	-11.975000000000001
414.0	3.425	-11.975000000000001
415.0	3.425	-11.975000000000001
416.0	3.425	-11.975000000000001
417.0	3.425	-11.975000000000001
418.0	3.425	-11.975000000000001
419.0	3.4250000000000003	-11.975000000000001
420.0	3.4249999999999994	-11.975000000000001
421.0	3.425	-11.975000000000001
422.0	3.425	-11.975000000000001
423.0	3.425	-11.975000000000001
424.0	3.425	-11.975000000000001
425.0	3.425	-11.975000000000001
426.0	3.425	-11.975000000000001
427.0	3.4249999999999994	-11.975000000000001
428.0	3.4249999999999994	-11.975000000000001
429.0	3.425	-11.975
430.0	3.425	-11.975000000000003
431.0	3.425	-11.975000000000003
432.0	3.425	-11.975000000000001
433.0	3.425	-11.975000000000001
434.0	3.425	-11.975000000000001
435.0	3.425	-11.975000000000001
436.0	3.425	-11.975000000000001
437.0	3.425	-11.975000000000001
438.0	3.4250000000000003	-11.975000000000001
439.0	3.425	-11.975000000000001
440.0	3.425	-11.975
441.0	3.425	-11.975000000000001
442.0	3.425	-11.975000000000001
443.0	3.425	-11.975000000000001
444.0	3.425	-11.975000000000001
445.0	3.425	-11.975000000000003
446.0	3.425	-11.975000000000001
447.0	3.425	-11.975000000000001
448.0	3.425	-11.975000000000001
449.0	3.425	-11.975000000000001
450.0	3.425	-11.975000000000001
451.0	3.4249999999999994	-11.975000000000001
452.0	3.4250000000000003	-11.975000000000001
453.0	3.425	-11.975000000000001
454.0	3.425	-11.975000000000001
455.0	3.425	-11.975000000000001
456.0	3.4250000000000003	-11.975
457.0	3.490279300526018	-11.975000000000003
458.0	3.4963313015826705	-11.975000000000001
459.0	3.5029284338768307	-11.975
460.0	3.510116750922166	-11.975000000000001
461.0	3.5179456143964005	-11.975000000000001
462.0	3.526467818840424	-11.975000000000001
463.0	3.535739697050707	-11.975000000000001
464.0	3.5458211999499176	-11.975
465.0	3.5567759437330175	-11.975000000000003
466.0	3.56867121603817	-11.975000000000001
467.0	3.581577931806888	-11.975000000000001
468.0	3.603623949663192	-11.966433903815496
469.0	3.619532689041491	-11.965580239201143
470.0	3.6367477651537325	-11.964645448436599
471.0	3.6553560942424435	-11.963622721863185
472.0	3.6754466668581465	-11.962504862214494
473.0	3.697109862785577	-11.961284299466627
474.0	3.720436614050129	-11.95995311460972
475.0	3.7455174038070367	-11.958503073678546
476.0	3.7724410914571758	-11.956925673364797
477.0	3.801293558026469	-11.95521219945506
478.0	3.832156170842118	-11.953353799180665
479.0	3.8651040729480837	-11.951341568313387
480.0	3.900204310567791	-11.949166653480653
481.0	3.937513821191751	-11.946820369695827
482.0	3.977077315363718	-11.944294332498993
483.0	4.018925096629814	-11.94158060338589
484.0	4.06307087589423	-11.938671846382233
485.0	4.109509647903333	-11.935561492725697
486.0	4.158215707893554	-11.93224390969077
487.0	4.209140894585701	-11.928714568689136
488.0	4.26221315061035	-11.924970206970054
489.0	4.317335492043764	-11.921008976609885
490.0	4.374385474092655	-11.916830574099414
491.0	4.433215229428034	-11.912436343788753
492.0	4.493652138974051	-11.9078293487946
493.0	4.555500172364595	-11.903014403751438
494.0	4.6185419076341585	-11.897998065001364
495.0	4.682541208454883	-11.89278857543063
496.0	4.747246504343676	-11.88739576309802
497.0	4.812394587097979	-11.881830894942782
498.0	4.877714807794348	-11.876106489062005
499.0	4.942933535412906	-11.870236091143196
500.0	5.007778722563185	-11.864234022464064
501.0	5.071984417283928	-11.858115108281421
502.0	5.13529506306701	-11.85189439631369
503.0	5.197469441827765	-11.845586875313911
504.0	5.258284135379337	-11.839207203422523
505.0	5.317536408233412	-11.832769455127737
506.0	5.3750464459327	-11.826286894336393
507.0	5.430658916105366	-11.819771779396644
508.0	5.484243851571626	-11.813235204059822
509.0	5.53569688399179	-11.806686976468676
510.0	5.584938881075001	-11.800135536447156
511.0	5.631915059205508	-11.793587909752377
512.0	5.676593656027939	-11.787049696611144
513.0	5.718964254154062	-11.780525090846321
514.0	5.75903584824838	-11.774016925215882
515.0	5.796834744172773	-11.767526738224905
516.0	5.832402371657017	-11.761054857594228
517.0	5.865793082202545	-11.754600495729626
518.0	5.8970719926650235	-11.748161852878537
519.0	5.926312923119028	-11.741736224131166
520.0	5.953596465942345	-11.735320106968484
521.0	5.9790082121411325	-11.728909306635959
522.0	6.0026371511626895	-11.722499037193344
523.0	6.024574252038928	-11.716084016629578
524.0	6.0449112267632215	-11.709658554920217
525.0	6.063739471311381	-11.703216634330802
526.0	6.081149175582959	-11.696751981629081
527.0	6.126719762907282	-11.69303158178741
528.0	6.1454378950847275	-11.686954915740728
529.0	6.163471977629678	-11.680903704520313
530.0	6.180955297983766	-11.674880585710985
531.0	6.209333443210216	-11.659059028189676
532.0	6.2274298110456385	-11.651930440949526
533.0	6.245525332295669	-11.644715313768758
534.0	6.263773504135559	-11.637408770082892
535.0	6.282330920008527	-11.630006632115652
536.0	6.301357397727869	-11.622505535267447
537.0	6.321016018111821	-11.614903048881782
538.0	6.3414730371867964	-11.607197803170475
539.0	6.362897632920461	-11.599389621493502
540.0	6.385461445851762	-11.591479656482687
541.0	6.4093378722407985	-11.583470527667703
542.0	6.4347010689278985	-11.575366457313644
543.0	6.461724631508825	-11.567173400128102
544.0	6.490579912303548	-11.558899161375198
545.0	6.521433952543937	-11.55055349679536
546.0	6.5544470148208855	-11.542148186647633
547.0	6.589769717588002	-11.533697075263646
548.0	6.627539793671081	-11.525216066852128
549.0	6.667878519192226	-11.516723068061111
550.0	6.710886887525397	-11.508237868143759
551.0	6.756641633707536	-11.49978194863179
552.0	6.82276917158719	-11.48886324987236
553.0	6.872438802380386	-11.480773133965998
554.0	6.925044027741843	-11.472766366623548
555.0	6.980515386466662	-11.464868636352275
556.0	7.038743877313933	-11.457105160695274
557.0	7.099579665615416	-11.449500080526494
558.0	7.162831939352137	-11.442075825011955
559.0	7.2282700465755685	-11.434852471985735
560.0	7.295625985353687	-11.427847131652452
561.0	7.36459824384584	-11.421073382937623
562.0	7.4348569071133115	-11.414540791107799
563.0	7.506049865876082	-11.40825453232103
564.0	7.57780988842002	-11.402215145643266
565.0	7.649762257781743	-11.396418426135579
566.0	7.721532638408106	-11.390855464469741
567.0	7.792754823675907	-11.385512829912965
568.0	7.863078029097035	-11.380372885244803
569.0	7.932173433872954	-11.3754142149876
570.0	7.999739731193832	-11.37061214285546
571.0	8.065507518870337	-11.365939310940503
572.0	8.12924243915935	-11.361366291989471
573.0	8.190747052697358	-11.356862207060068
574.0	8.249861499966539	-11.352395323562213
575.0	8.306463059985528	-11.347933612724347
576.0	8.360464757165674	-11.343445250358203
577.0	8.411813192649232	-11.338899049914842
578.0	8.460485786749485	-11.334264821785721
579.0	8.506487616374521	-11.329513657260405
580.0	8.549848018312376	-11.32461813928115
581.0	8.590617109044018	-11.319552485019425
582.0	8.628862347295032	-11.31429262732487
583.0	8.664665239437692	-11.308816243321248
584.0	8.698118262195052	-11.30310273895424
585.0	8.729322053393686	-11.297133198265744
586.0	8.758382900730023	-11.290890305719369
587.0	8.785410541152542	-11.284358249164033
588.0	8.810516269636947	-11.27752261011418
589.0	8.833811345689307	-11.270370247040882
590.0	8.86350261537879	-11.26473746682601
591.0	8.893149765268785	-11.251325301395335
592.0	8.91394266250112	-11.242775185874594
593.0	8.933636300193358	-11.233834411757776
594.0	8.952362901943912	-11.224492844736256
595.0	8.970254364321617	-11.214741106866601
596.0	8.987442529011267	-11.204570559360844
597.0	9.004059590908849	-11.19397330904292
598.0	9.020238620991071	-11.182942240647547
599.0	9.036114183604756	-11.171471077163124
600.0	9.05182302811821	-11.159554470480487
601.0	9.067504834498495	-11.147188124673104
602.0	9.083302991196048	-11.13436895426658
603.0	9.099365381622317	-11.121095279811534
604.0	9.115845152410298	-11.107367062905249
605.0	9.132901432494732	-11.093186182452115
606.0	9.150699966823913	-11.078556753341212
607.0	9.169413622266491	-11.063485487771771
608.0	9.189222716140975	-11.047982098084104
609.0	9.210315110033754	-11.032059738062088
610.0	9.232886003608252	-11.015735477171265
611.0	9.28464567453408	-10.990028104336954
612.0	9.30849478069638	-10.97364770933815
613.0	9.334631390810895	-10.95689965809696
614.0	9.363253063484422	-10.939825332279892
615.0	9.394557822758511	-10.922472069741637
616.0	9.428740426291332	-10.904893519085558
617.0	9.465987847673864	-10.88714986028798
618.0	9.506473968680531	-10.86930784725304
619.0	9.550353524904665	-10.851440625475298
620.0	9.5977554087561	-10.833627278233418
621.0	9.648775505731228	-10.81595205901477
622.0	9.703469319611152	-10.798503277196872
623.0	9.761844723708577	-10.781371819130497
624.0	9.823855249813302	-10.764649307906058
625.0	9.889394383275036	-10.748425931696271
626.0	9.958291359796942	-10.732788001139332
627.0	10.030308945654197	-10.717815328188776
628.0	10.105143619638465	-10.703578548690134
629.0	10.18242845865377	-10.690136534526014
630.0	10.270662228902061	-10.681009032126905
631.0	10.350855572816547	-10.668926636729152
632.0	10.432115422136869	-10.657751925804162
633.0	10.513905280698555	-10.647476623950897
634.0	10.595677868484703	-10.638074311526761
635.0	10.676889822072805	-10.629501160341748
636.0	10.757016070186218	-10.621697362542616
637.0	10.835563087483663	-10.614589157066652
638.0	10.9120803411759	-10.608091317577339
639.0	10.986169414634121	-10.602109940113797
640.0	11.057490496432672	-10.596545359705505
641.0	11.125766136145522	-10.591295032381982
642.0	11.190782365386616	-10.586256239699336
643.0	11.252387445110102	-10.581328503062705
644.0	11.329399309245753	-10.568605931435137
645.0	11.385705820063421	-10.562791091632628
646.0	11.438622186687128	-10.556746914534159
647.0	11.488213649877844	-10.550393250143332
648.0	11.534581899405591	-10.543657973223864
649.0	11.5778584657972	-10.53647708288341
650.0	11.61819845663411	-10.528794543189482
651.0	11.655774821160163	-10.520561922953178
652.0	11.69077325948255	-10.511737889993721
653.0	11.723387834953193	-10.502287609684897
654.0	11.753817301986695	-10.492182090558583
655.0	11.782262126690505	-10.481397512152583
656.0	11.80892215332897	-10.469914562845911
657.0	11.833994854306024	-10.457717808596763
658.0	11.857674093282373	-10.444795107560166
659.0	11.919849555682594	-10.408890842281437
660.0	11.93646270760202	-10.397174193848366
661.0	11.952789255370858	-10.384394426748134
662.0	11.96894766835415	-10.370584137563487
663.0	11.985056237258775	-10.35577320380519
664.0	12.001233460797256	-10.33998898412971
665.0	12.017598436486471	-10.323256549811907
666.0	12.03427123966748	-10.305598945577767
667.0	12.051373274357287	-10.287037478899082
668.0	12.069027578721691	-10.267592037688525
669.0	12.08735906682488	-10.247281436990924
670.0	12.106494686923753	-10.226123795720664
671.0	12.126563475017589	-10.204136944717888
672.0	12.147696480754844	-10.181338867352665
673.0	12.170026541295375	-10.157748173556968
674.0	12.193687877529252	-10.133384607465235
675.0	12.218815486412854	-10.10826958774977
676.0	12.245544303399976	-10.082426778204988
677.0	12.27400811036817	-10.055882684130506
678.0	12.326688086684737	-10.035019813092704
679.0	12.357015905636791	-10.006365168593932
680.0	12.389624796227215	-9.977199271164094
681.0	12.424613145467074	-9.94755801853244
682.0	12.462069605865675	-9.91748385857483
683.0	12.502070194839213	-9.887026215524145
684.0	12.544675193805759	-9.85624182624749
685.0	12.589925916702802	-9.82519495560556
686.0	12.637841440190902	-9.793957458505337
687.0	12.688415410257287	-9.762608656564435
688.0	12.741613060456983	-9.731234999785627
689.0	12.797368593403284	-9.699929488676988
690.0	12.855583086898243	-9.6687908400788
691.0	12.916123086849376	-9.637922390576769
692.0	12.978820038752358	-9.607430744500306
693.0	13.043470686623452	-9.57742418849409
694.0	13.109838532482518	-9.548010910537542
695.0	13.17765640179756	-9.51929707680352
696.0	13.246630103172455	-9.491384833439687
697.0	13.316443107894752	-9.464370310740186
698.0	13.386762111810155	-9.438341712930965
699.0	13.457243284039023	-9.413377576960366
700.0	13.527538959930682	-9.389545277838524
701.0	13.597304504196039	-9.366899846408595
702.0	13.666205057712379	-9.34548314881088
703.0	13.733921889416955	-9.325323456730183
704.0	13.800158102167554	-9.306435415597065
705.0	13.86464348555059	-9.28882039619967
706.0	13.92713836482291	-9.272467195512167
707.0	13.987436357956613	-9.257353036492741
708.0	14.045366016352702	-9.243444805197145
709.0	14.10079138391055	-9.230700457274185
710.0	14.153611559542496	-9.219070524680307
711.0	14.203759387059282	-9.208499656719441
712.0	14.251199422281552	-9.19892813638766
713.0	14.295925340318666	-9.190293322399993
714.0	14.337956947401759	-9.182530978083701
715.0	14.377336953456249	-9.175576459511039
716.0	14.414127646162422	-9.169365745962374
717.0	14.448407587080501	-9.163836305425361
718.0	14.480268427832403	-9.158927795945601
719.0	14.536398891345412	-9.125000000000002
720.0	14.560504056890169	-9.125000000000002
721.0	14.58285551165682	-9.125000000000002
722.0	14.603543816281752	-9.125000000000002
723.0	14.622660499975792	-9.125000000000004
724.0	14.640296968188006	-9.125000000000002
725.0	14.656543575812776	-9.125000000000002
726.0	14.671488856724235	-9.125000000000002
727.0	14.685218898015211	-9.125000000000004
728.0	14.69781684582229	-9.125
729.0	14.709362528877971	-9.125000000000004
730.0	14.719932185792455	-9.125000000000002
731.0	14.729598282390915	-9.125000000000002
732.0	14.738429406092216	-9.125
733.0	14.7464902252055	-9.125000000000002
734.0	14.753841502053861	-9.125000000000002
735.0	14.760540149938674	-9.125000000000004
736.0	14.766639325079844	-9.125000000000004
737.0	14.772188545765463	-9.125
738.0	14.777233831990435	-9.125000000000002
739.0	14.781817859838428	-9.125000000000004
740.0	14.825000000000003	-9.125000000000002
741.0	14.825000000000003	-9.125000000000002
742.0	14.825000000000003	-9.125000000000002
743.0	14.825000000000001	-9.125000000000002
744.0	14.825000000000003	-9.125000000000002
745.0	14.825000000000003	-9.125000000000002
746.0	14.825000000000003	-9.125000000000002
747.0	14.825000000000003	-9.125000000000002
748.0	14.825000000000001	-9.125000000000002
749.0	14.825000000000003	-9.125000000000002
750.0	14.825000000000003	-9.125000000000002
751.0	14.825000000000005	-9.125000000000002
752.0	14.825000000000003	-9.125000000000002
753.0	14.825000000000003	-9.125000000000002
754.0	14.825000000000003	-9.125000000000002
755.0	14.825000000000003	-9.125000000000002
756.0	14.825000000000003	-9.125000000000002
757.0	14.825000000000003	-9.125000000000002
758.0	14.825000000000003	-9.125000000000002
759.0	14.825000000000003	-9.125
760.0	14.825000000000003	-9.125000000000002
761.0	14.825000000000003	-9.125000000000002
762.0	14.825000000000003	-9.125000000000002
763.0	14.825000000000003	-9.125000000000002
764.0	14.825000000000003	-9.125000000000002
765.0	14.825000000000003	-9.125000000000002
766.0	14.825000000000001	-9.125000000000002
767.0	14.825000000000001	-9.125000000000002
768.0	14.825000000000001	-9.125000000000002
769.0	14.825000000000005	-9.125000000000002
770.0	14.825000000000003	-9.125000000000002
771.0	14.825000000000003	-9.125000000000002
772.0	14.825000000000003	-9.125000000000002
773.0	14.825000000000003	-9.125000000000002
774.0	14.825000000000001	-9.125000000000002
775.0	14.825000000000003	-9.125000000000002
776.0	14.825000000000003	-9.125000000000002
777.0	14.825000000000003	-9.125000000000002
778.0	14.825000000000003	-9.125000000000002
779.0	14.825000000000003	-9.125000000000002
780.0	14.825000000000003	-9.125000000000002
781.0	14.825000000000003	-9.125000000000002
782.0	14.825000000000003	-9.125000000000002
783.0	14.825000000000003	-9.125000000000002
784.0	14.825000000000003	-9.125000000000002
785.0	14.825000000000003	-9.125000000000002
786.0	14.825000000000003	-9.125000000000002
787.0	14.825000000000003	-9.125000000000002
788.0	14.825000000000005	-9.125000000000002
789.0	14.825000000000005	-9.125000000000002
790.0	14.825000000000003	-9.125000000000002
791.0	14.825000000000003	-9.125000000000002
792.0	14.825000000000003	-9.125000000000002
793.0	14.825000000000003	-9.125000000000002
794.0	14.825000000000003	-9.125000000000002
795.0	14.825000000000001	-9.125000000000002
796.0	14.825000000000003	-9.125000000000002
797.0	14.825000000000001	-9.125000000000002
798.0	14.825000000000003	-9.125000000000002
799.0	14.825000000000003	-9.125000000000002
800.0	14.825000000000003	-9.125000000000002
801.0	14.825000000000003	-9.125000000000002
802.0	14.825000000000003	-9.125000000000002
803.0	14.825000000000001	-9.125000000000002
804.0	14.825000000000003	-9.125000000000002
805.0	14.825000000000003	-9.125000000000002
806.0	14.825000000000003	-9.125000000000002
807.0	14.825000000000003	-9.125000000000002
808.0	14.825000000000003	-9.125000000000002
809.0	14.825000000000003	-9.125000000000002
